Combined_Key,Last_Update,Confirmed,Deaths
"Cook, Minnesota, US",2022-04-11 04:21:02,554,4
"Cottonwood, Minnesota, US",2022-04-11 04:21:02,3218,41
"Crow Wing, Minnesota, US",2022-04-11 04:21:02,15926,168
"Dakota, Minnesota, US",2022-04-11 04:21:02,109970,769
"Dodge, Minnesota, US",2022-04-11 04:21:02,5674,21
"Douglas, Minnesota, US",2022-04-11 04:21:02,10880,116
"Faribault, Minnesota, US",2022-04-11 04:21:02,3773,50
"Fillmore, Minnesota, US",2022-04-11 04:21:02,4780,24
"Freeborn, Minnesota, US",2022-04-11 04:21:02,9077,74
"Goodhue, Minnesota, US",2022-04-11 04:21:02,13097,130
"Grant, Minnesota, US",2022-04-11 04:21:02,1467,12
"Hennepin, Minnesota, US",2022-04-11 04:21:02,298679,2568
"Houston, Minnesota, US",2022-04-11 04:21:02,4536,18
"Hubbard, Minnesota, US",2022-04-11 04:21:02,4928,59
"Isanti, Minnesota, US",2022-04-11 04:21:02,10076,117
"Itasca, Minnesota, US",2022-04-11 04:21:02,11017,146
"Jackson, Minnesota, US",2022-04-11 04:21:02,2141,17
"Kanabec, Minnesota, US",2022-04-11 04:21:02,3484,55
"Kandiyohi, Minnesota, US",2022-04-11 04:21:02,13405,138
"Kittson, Minnesota, US",2022-04-11 04:21:02,1039,27
"Koochiching, Minnesota, US",2022-04-11 04:21:02,2706,37
"Lac qui Parle, Minnesota, US",2022-04-11 04:21:02,1737,28
"Lake, Minnesota, US",2022-04-11 04:21:02,2067,28
"Lake of the Woods, Minnesota, US",2022-04-11 04:21:02,763,6
"Le Sueur, Minnesota, US",2022-04-11 04:21:02,6470,51
"Lincoln, Minnesota, US",2022-04-11 04:21:02,1213,6
"Lyon, Minnesota, US",2022-04-11 04:21:02,7040,72
"Mahnomen, Minnesota, US",2022-04-11 04:21:02,1758,17
"Marshall, Minnesota, US",2022-04-11 04:21:02,2087,23
"Martin, Minnesota, US",2022-04-11 04:21:02,5588,64
"McLeod, Minnesota, US",2022-04-11 04:21:02,10566,108
"Meeker, Minnesota, US",2022-04-11 04:21:02,5924,75
"Mille Lacs, Minnesota, US",2022-04-11 04:21:02,7216,114
"Morrison, Minnesota, US",2022-04-11 04:21:02,9085,104
"Mower, Minnesota, US",2022-04-11 04:21:02,11845,72
"Murray, Minnesota, US",2022-04-11 04:21:02,2027,16
"Nicollet, Minnesota, US",2022-04-11 04:21:02,7980,66
"Nobles, Minnesota, US",2022-04-11 04:21:02,6943,60
"Norman, Minnesota, US",2022-04-11 04:21:02,1491,13
"Olmsted, Minnesota, US",2022-04-11 04:21:02,41058,177
"Otter Tail, Minnesota, US",2022-04-11 04:21:02,13539,164
"Pennington, Minnesota, US",2022-04-11 04:21:02,3549,41
"Pine, Minnesota, US",2022-04-11 04:21:02,7004,67
"Pipestone, Minnesota, US",2022-04-11 04:21:02,1986,34
"Polk, Minnesota, US",2022-04-11 04:21:02,8847,105
"Pope, Minnesota, US",2022-04-11 04:21:02,3030,17
"Ramsey, Minnesota, US",2022-04-11 04:21:02,124064,1331
"Red Lake, Minnesota, US",2022-04-11 04:21:02,935,13
"Redwood, Minnesota, US",2022-04-11 04:21:02,3892,53
"Renville, Minnesota, US",2022-04-11 04:21:02,3732,56
"Rice, Minnesota, US",2022-04-11 04:21:02,17898,175
"Rock, Minnesota, US",2022-04-11 04:21:02,2330,34
"Roseau, Minnesota, US",2022-04-11 04:21:02,4467,44
"Scott, Minnesota, US",2022-04-11 04:21:02,40144,259
"Sherburne, Minnesota, US",2022-04-11 04:21:02,27223,181
"Sibley, Minnesota, US",2022-04-11 04:21:02,3512,24
"St. Louis, Minnesota, US",2022-04-11 04:21:02,46969,527
"Stearns, Minnesota, US",2022-04-11 04:21:02,50739,366
"Steele, Minnesota, US",2022-04-11 04:21:02,10348,61
"Stevens, Minnesota, US",2022-04-11 04:21:02,2627,13
"Swift, Minnesota, US",2022-04-11 04:21:02,2286,33
"Todd, Minnesota, US",2022-04-11 04:21:02,6758,57
"Traverse, Minnesota, US",2022-04-11 04:21:02,851,10
"Unassigned, Minnesota, US",2022-04-11 04:21:02,783,240
"Wabasha, Minnesota, US",2022-04-11 04:21:02,5569,16
"Wadena, Minnesota, US",2022-04-11 04:21:02,4210,55
"Waseca, Minnesota, US",2022-04-11 04:21:02,5505,39
"Washington, Minnesota, US",2022-04-11 04:21:02,66827,479
"Watonwan, Minnesota, US",2022-04-11 04:21:02,2978,23
"Wilkin, Minnesota, US",2022-04-11 04:21:02,1653,22
"Winona, Minnesota, US",2022-04-11 04:21:02,12701,72
"Wright, Minnesota, US",2022-04-11 04:21:02,36509,304
"Yellow Medicine, Minnesota, US",2022-04-11 04:21:02,2529,29
"Adams, Mississippi, US",2022-04-11 04:21:02,7136,142
"Alcorn, Mississippi, US",2022-04-11 04:21:02,10035,159
"Amite, Mississippi, US",2022-04-11 04:21:02,3247,69
"Attala, Mississippi, US",2022-04-11 04:21:02,5310,113
"Benton, Mississippi, US",2022-04-11 04:21:02,2266,49
"Bolivar, Mississippi, US",2022-04-11 04:21:02,9278,179
"Calhoun, Mississippi, US",2022-04-11 04:21:02,4637,70
"Carroll, Mississippi, US",2022-04-11 04:21:02,2557,53
"Chickasaw, Mississippi, US",2022-04-11 04:21:02,5586,96
"Choctaw, Mississippi, US",2022-04-11 04:21:02,2287,33
"Claiborne, Mississippi, US",2022-04-11 04:21:02,2141,46
"Clarke, Mississippi, US",2022-04-11 04:21:02,4227,108
"Clay, Mississippi, US",2022-04-11 04:21:02,4956,98
"Coahoma, Mississippi, US",2022-04-11 04:21:02,6460,125
"Copiah, Mississippi, US",2022-04-11 04:21:02,7130,120
"Covington, Mississippi, US",2022-04-11 04:21:02,7068,113
"DeSoto, Mississippi, US",2022-04-11 04:21:02,50061,553
"Forrest, Mississippi, US",2022-04-11 04:21:02,21976,313
"Franklin, Mississippi, US",2022-04-11 04:21:02,1924,38
"George, Mississippi, US",2022-04-11 04:21:02,7125,87
"Greene, Mississippi, US",2022-04-11 04:21:02,3187,59
"Grenada, Mississippi, US",2022-04-11 04:21:02,5511,130
"Hancock, Mississippi, US",2022-04-11 04:21:02,12210,151
"Harrison, Mississippi, US",2022-04-11 04:21:02,53577,663
"Hinds, Mississippi, US",2022-04-11 04:21:02,52152,788
"Holmes, Mississippi, US",2022-04-11 04:21:02,4445,104
"Humphreys, Mississippi, US",2022-04-11 04:21:02,2029,45
"Issaquena, Mississippi, US",2022-04-11 04:21:02,262,9
"Itawamba, Mississippi, US",2022-04-11 04:21:02,7416,144
"Jackson, Mississippi, US",2022-04-11 04:21:02,36885,461
"Jasper, Mississippi, US",2022-04-11 04:21:02,4851,75
"Jefferson, Mississippi, US",2022-04-11 04:21:02,1471,37
"Jefferson Davis, Mississippi, US",2022-04-11 04:21:02,2852,53
"Jones, Mississippi, US",2022-04-11 04:21:02,21167,290
"Kemper, Mississippi, US",2022-04-11 04:21:02,2173,48
"Lafayette, Mississippi, US",2022-04-11 04:21:02,15230,178
"Lamar, Mississippi, US",2022-04-11 04:21:02,17343,160
"Lauderdale, Mississippi, US",2022-04-11 04:21:02,18770,367
"Lawrence, Mississippi, US",2022-04-11 04:21:02,3582,56
"Leake, Mississippi, US",2022-04-11 04:21:02,6396,120
"Lee, Mississippi, US",2022-04-11 04:21:02,26655,300
"Leflore, Mississippi, US",2022-04-11 04:21:02,7302,169
"Lincoln, Mississippi, US",2022-04-11 04:21:02,8304,156
"Lowndes, Mississippi, US",2022-04-11 04:21:02,17487,237
"Madison, Mississippi, US",2022-04-11 04:21:02,23987,327
"Marion, Mississippi, US",2022-04-11 04:21:02,6954,135
"Marshall, Mississippi, US",2022-04-11 04:21:02,9899,172
"Monroe, Mississippi, US",2022-04-11 04:21:02,10977,220
"Montgomery, Mississippi, US",2022-04-11 04:21:02,2956,77
"Neshoba, Mississippi, US",2022-04-11 04:21:02,10603,241
"Newton, Mississippi, US",2022-04-11 04:21:02,6007,98
"Noxubee, Mississippi, US",2022-04-11 04:21:02,2719,48
"Oktibbeha, Mississippi, US",2022-04-11 04:21:02,11090,159
"Panola, Mississippi, US",2022-04-11 04:21:02,10498,169
"Pearl River, Mississippi, US",2022-04-11 04:21:02,15014,275
"Perry, Mississippi, US",2022-04-11 04:21:02,3039,64
"Pike, Mississippi, US",2022-04-11 04:21:02,9721,188
"Pontotoc, Mississippi, US",2022-04-11 04:21:02,10328,144
"Prentiss, Mississippi, US",2022-04-11 04:21:02,8208,103
"Quitman, Mississippi, US",2022-04-11 04:21:02,1569,31
"Rankin, Mississippi, US",2022-04-11 04:21:02,36512,483
"Scott, Mississippi, US",2022-04-11 04:21:02,6515,118
"Sharkey, Mississippi, US",2022-04-11 04:21:02,952,26
"Simpson, Mississippi, US",2022-04-11 04:21:02,6988,148
"Smith, Mississippi, US",2022-04-11 04:21:02,4106,67
"Stone, Mississippi, US",2022-04-11 04:21:02,5397,71
"Sunflower, Mississippi, US",2022-04-11 04:21:02,5764,124
"Tallahatchie, Mississippi, US",2022-04-11 04:21:02,3185,60
"Tate, Mississippi, US",2022-04-11 04:21:02,7333,143
"Tippah, Mississippi, US",2022-04-11 04:21:02,7340,108
"Tishomingo, Mississippi, US",2022-04-11 04:21:02,6153,122
"Tunica, Mississippi, US",2022-04-11 04:21:02,2524,46
"Unassigned, Mississippi, US",2022-04-11 04:21:02,660,11
"Union, Mississippi, US",2022-04-11 04:21:02,9466,122
"Walthall, Mississippi, US",2022-04-11 04:21:02,3608,79
"Warren, Mississippi, US",2022-04-11 04:21:02,10203,202
"Washington, Mississippi, US",2022-04-11 04:21:02,10376,197
"Wayne, Mississippi, US",2022-04-11 04:21:02,6001,87
"Webster, Mississippi, US",2022-04-11 04:21:02,3386,70
"Wilkinson, Mississippi, US",2022-04-11 04:21:02,1796,46
"Winston, Mississippi, US",2022-04-11 04:21:02,5215,104
"Yalobusha, Mississippi, US",2022-04-11 04:21:02,4070,57
"Yazoo, Mississippi, US",2022-04-11 04:21:02,8041,107
"Adair, Missouri, US",2022-04-11 04:21:02,5502,62
"Andrew, Missouri, US",2022-04-11 04:21:02,4758,56
"Atchison, Missouri, US",2022-04-11 04:21:02,1390,21
"Audrain, Missouri, US",2022-04-11 04:21:02,5734,111
"Barry, Missouri, US",2022-04-11 04:21:02,6625,127
"Barton, Missouri, US",2022-04-11 04:21:02,2844,51
"Bates, Missouri, US",2022-04-11 04:21:02,3746,92
"Benton, Missouri, US",2022-04-11 04:21:02,4179,103
"Bollinger, Missouri, US",2022-04-11 04:21:02,2589,38
"Boone, Missouri, US",2022-04-11 04:21:02,43350,250
"Buchanan, Missouri, US",2022-04-11 04:21:02,22740,307
"Butler, Missouri, US",2022-04-11 04:21:02,10111,166
"Caldwell, Missouri, US",2022-04-11 04:21:02,1694,38
"Callaway, Missouri, US",2022-04-11 04:21:02,12072,127
"Camden, Missouri, US",2022-04-11 04:21:02,9280,179
"Cape Girardeau, Missouri, US",2022-04-11 04:21:02,18740,241
"Carroll, Missouri, US",2022-04-11 04:21:02,2226,44
"Carter, Missouri, US",2022-04-11 04:21:02,1499,24
"Cass, Missouri, US",2022-04-11 04:21:02,24967,307
"Cedar, Missouri, US",2022-04-11 04:21:02,2922,55
"Chariton, Missouri, US",2022-04-11 04:21:02,1699,36
"Christian, Missouri, US",2022-04-11 04:21:02,20868,256
"Clark, Missouri, US",2022-04-11 04:21:02,1590,32
"Clay, Missouri, US",2022-04-11 04:21:02,26987,351
"Clinton, Missouri, US",2022-04-11 04:21:02,4804,117
"Cole, Missouri, US",2022-04-11 04:21:02,20121,282
"Cooper, Missouri, US",2022-04-11 04:21:02,4141,75
"Crawford, Missouri, US",2022-04-11 04:21:02,5396,101
"Dade, Missouri, US",2022-04-11 04:21:02,1439,41
"Dallas, Missouri, US",2022-04-11 04:21:02,3812,71
"Daviess, Missouri, US",2022-04-11 04:21:02,1716,28
"DeKalb, Missouri, US",2022-04-11 04:21:02,2204,45
"Dent, Missouri, US",2022-04-11 04:21:02,3261,81
"Douglas, Missouri, US",2022-04-11 04:21:02,2550,79
"Dunklin, Missouri, US",2022-04-11 04:21:02,7456,117
"Franklin, Missouri, US",2022-04-11 04:21:02,22675,338
"Gasconade, Missouri, US",2022-04-11 04:21:02,3334,95
"Gentry, Missouri, US",2022-04-11 04:21:02,2158,31
"Greene, Missouri, US",2022-04-11 04:21:02,69975,1023
"Grundy, Missouri, US",2022-04-11 04:21:02,2485,67
"Harrison, Missouri, US",2022-04-11 04:21:02,1821,33
"Henry, Missouri, US",2022-04-11 04:21:02,5741,83
"Hickory, Missouri, US",2022-04-11 04:21:02,1827,56
"Holt, Missouri, US",2022-04-11 04:21:02,1055,29
"Howard, Missouri, US",2022-04-11 04:21:02,2167,25
"Howell, Missouri, US",2022-04-11 04:21:02,9002,210
"Iron, Missouri, US",2022-04-11 04:21:02,2197,43
"Jackson, Missouri, US",2022-04-11 04:21:02,96830,1201
"Jasper, Missouri, US",2022-04-11 04:21:02,34597,527
"Jefferson, Missouri, US",2022-04-11 04:21:02,53990,640
"Johnson, Missouri, US",2022-04-11 04:21:02,12165,140
"Kansas City, Missouri, US",2022-04-11 04:21:02,112687,1290
"Knox, Missouri, US",2022-04-11 04:21:02,977,13
"Laclede, Missouri, US",2022-04-11 04:21:02,8102,175
"Lafayette, Missouri, US",2022-04-11 04:21:02,7793,128
"Lawrence, Missouri, US",2022-04-11 04:21:02,7786,164
"Lewis, Missouri, US",2022-04-11 04:21:02,2745,35
"Lincoln, Missouri, US",2022-04-11 04:21:02,15127,137
"Linn, Missouri, US",2022-04-11 04:21:02,2549,64
"Livingston, Missouri, US",2022-04-11 04:21:02,3751,96
"Macon, Missouri, US",2022-04-11 04:21:02,3634,53
"Madison, Missouri, US",2022-04-11 04:21:02,3601,57
"Maries, Missouri, US",2022-04-11 04:21:02,1599,37
"Marion, Missouri, US",2022-04-11 04:21:02,7961,118
"McDonald, Missouri, US",2022-04-11 04:21:02,5353,67
"Mercer, Missouri, US",2022-04-11 04:21:02,697,13
"Miller, Missouri, US",2022-04-11 04:21:02,6101,118
"Mississippi, Missouri, US",2022-04-11 04:21:02,3457,56
"Moniteau, Missouri, US",2022-04-11 04:21:02,3814,56
"Monroe, Missouri, US",2022-04-11 04:21:02,2173,42
"Montgomery, Missouri, US",2022-04-11 04:21:02,2500,57
"Morgan, Missouri, US",2022-04-11 04:21:02,4025,109
"New Madrid, Missouri, US",2022-04-11 04:21:02,5030,85
"Newton, Missouri, US",2022-04-11 04:21:02,11730,203
"Nodaway, Missouri, US",2022-04-11 04:21:02,6026,44
"Oregon, Missouri, US",2022-04-11 04:21:02,2022,33
"Osage, Missouri, US",2022-04-11 04:21:02,3212,44
"Ozark, Missouri, US",2022-04-11 04:21:02,1710,55
"Pemiscot, Missouri, US",2022-04-11 04:21:02,3006,74
"Perry, Missouri, US",2022-04-11 04:21:02,4989,45
"Pettis, Missouri, US",2022-04-11 04:21:02,12208,160
"Phelps, Missouri, US",2022-04-11 04:21:02,10185,240
"Pike, Missouri, US",2022-04-11 04:21:02,4238,63
"Platte, Missouri, US",2022-04-11 04:21:02,10378,101
"Polk, Missouri, US",2022-04-11 04:21:02,8040,108
"Pulaski, Missouri, US",2022-04-11 04:21:02,8818,114
"Putnam, Missouri, US",2022-04-11 04:21:02,995,23
"Ralls, Missouri, US",2022-04-11 04:21:02,2455,26
"Randolph, Missouri, US",2022-04-11 04:21:02,6013,102
"Ray, Missouri, US",2022-04-11 04:21:02,5147,93
"Reynolds, Missouri, US",2022-04-11 04:21:02,1158,25
"Ripley, Missouri, US",2022-04-11 04:21:02,2690,61
"Saline, Missouri, US",2022-04-11 04:21:02,6269,102
"Schuyler, Missouri, US",2022-04-11 04:21:02,735,26
"Scotland, Missouri, US",2022-04-11 04:21:02,681,18
"Scott, Missouri, US",2022-04-11 04:21:02,11109,159
"Shannon, Missouri, US",2022-04-11 04:21:02,1607,38
"Shelby, Missouri, US",2022-04-11 04:21:02,1555,15
"St. Charles, Missouri, US",2022-04-11 04:21:02,93814,918
"St. Clair, Missouri, US",2022-04-11 04:21:02,2102,34
"St. Francois, Missouri, US",2022-04-11 04:21:02,19070,294
"St. Louis, Missouri, US",2022-04-11 04:21:02,221012,3304
"St. Louis City, Missouri, US",2022-04-11 04:21:02,56254,772
"Ste. Genevieve, Missouri, US",2022-04-11 04:21:02,3655,39
"Stoddard, Missouri, US",2022-04-11 04:21:02,6103,128
"Stone, Missouri, US",2022-04-11 04:21:02,5784,120
"Sullivan, Missouri, US",2022-04-11 04:21:02,1706,21
"Taney, Missouri, US",2022-04-11 04:21:02,13307,223
"Texas, Missouri, US",2022-04-11 04:21:02,4719,100
"Unassigned, Missouri, US",2022-04-11 04:21:02,0,0
"Vernon, Missouri, US",2022-04-11 04:21:02,5051,109
"Warren, Missouri, US",2022-04-11 04:21:02,8133,102
"Washington, Missouri, US",2022-04-11 04:21:02,5983,137
"Wayne, Missouri, US",2022-04-11 04:21:02,2400,53
"Webster, Missouri, US",2022-04-11 04:21:02,9025,146
"Worth, Missouri, US",2022-04-11 04:21:02,401,3
"Wright, Missouri, US",2022-04-11 04:21:02,3834,80
"Beaverhead, Montana, US",2022-04-11 04:21:02,2131,29
"Big Horn, Montana, US",2022-04-11 04:21:02,4956,92
"Blaine, Montana, US",2022-04-11 04:21:02,2064,32
"Broadwater, Montana, US",2022-04-11 04:21:02,1271,18
"Carbon, Montana, US",2022-04-11 04:21:02,2046,28
"Carter, Montana, US",2022-04-11 04:21:02,250,5
"Cascade, Montana, US",2022-04-11 04:21:02,25128,321
"Chouteau, Montana, US",2022-04-11 04:21:02,990,14
"Custer, Montana, US",2022-04-11 04:21:02,3048,46
"Daniels, Montana, US",2022-04-11 04:21:02,386,9
"Dawson, Montana, US",2022-04-11 04:21:02,2330,56
"Deer Lodge, Montana, US",2022-04-11 04:21:02,2553,28
"Fallon, Montana, US",2022-04-11 04:21:02,677,10
"Fergus, Montana, US",2022-04-11 04:21:02,2509,55
"Flathead, Montana, US",2022-04-11 04:21:02,29094,272
"Gallatin, Montana, US",2022-04-11 04:21:02,34181,119
"Garfield, Montana, US",2022-04-11 04:21:02,225,3
"Glacier, Montana, US",2022-04-11 04:21:02,3942,69
"Golden Valley, Montana, US",2022-04-11 04:21:02,150,5
"Granite, Montana, US",2022-04-11 04:21:02,532,8
"Hill, Montana, US",2022-04-11 04:21:02,4539,71
"Jefferson, Montana, US",2022-04-11 04:21:02,2590,23
"Judith Basin, Montana, US",2022-04-11 04:21:02,221,1
"Lake, Montana, US",2022-04-11 04:21:02,6585,98
"Lewis and Clark, Montana, US",2022-04-11 04:21:02,17582,173
"Liberty, Montana, US",2022-04-11 04:21:02,397,4
"Lincoln, Montana, US",2022-04-11 04:21:02,4725,86
"Madison, Montana, US",2022-04-11 04:21:02,1806,20
"McCone, Montana, US",2022-04-11 04:21:02,383,9
"Meagher, Montana, US",2022-04-11 04:21:02,409,10
"Mineral, Montana, US",2022-04-11 04:21:02,1090,17
"Missoula, Montana, US",2022-04-11 04:21:02,27289,201
"Musselshell, Montana, US",2022-04-11 04:21:02,913,26
"Park, Montana, US",2022-04-11 04:21:02,4179,35
"Petroleum, Montana, US",2022-04-11 04:21:02,35,1
"Phillips, Montana, US",2022-04-11 04:21:02,1062,28
"Pondera, Montana, US",2022-04-11 04:21:02,1159,6
"Powder River, Montana, US",2022-04-11 04:21:02,335,10
"Powell, Montana, US",2022-04-11 04:21:02,1865,28
"Prairie, Montana, US",2022-04-11 04:21:02,263,3
"Ravalli, Montana, US",2022-04-11 04:21:02,7034,141
"Richland, Montana, US",2022-04-11 04:21:02,2629,33
"Roosevelt, Montana, US",2022-04-11 04:21:02,3271,72
"Rosebud, Montana, US",2022-04-11 04:21:02,2630,60
"Sanders, Montana, US",2022-04-11 04:21:02,2146,47
"Sheridan, Montana, US",2022-04-11 04:21:02,696,11
"Silver Bow, Montana, US",2022-04-11 04:21:02,8470,130
"Stillwater, Montana, US",2022-04-11 04:21:02,1528,30
"Sweet Grass, Montana, US",2022-04-11 04:21:02,774,11
"Teton, Montana, US",2022-04-11 04:21:02,1276,22
"Toole, Montana, US",2022-04-11 04:21:02,1245,23
"Treasure, Montana, US",2022-04-11 04:21:02,134,1
"Unassigned, Montana, US",2022-04-11 04:21:02,0,0
"Valley, Montana, US",2022-04-11 04:21:02,1704,36
"Wheatland, Montana, US",2022-04-11 04:21:02,384,14
"Wibaux, Montana, US",2022-04-11 04:21:02,204,8
"Yellowstone, Montana, US",2022-04-11 04:21:02,42834,547
"Adams, Nebraska, US",2022-04-11 04:21:02,6501,73
"Antelope, Nebraska, US",2022-04-11 04:21:02,1075,14
"Arthur, Nebraska, US",2022-04-11 04:21:02,32,1
"Banner, Nebraska, US",2022-04-11 04:21:02,89,2
"Blaine, Nebraska, US",2022-04-11 04:21:02,67,3
"Boone, Nebraska, US",2022-04-11 04:21:02,1092,4
"Box Butte, Nebraska, US",2022-04-11 04:21:02,2339,17
"Boyd, Nebraska, US",2022-04-11 04:21:02,405,7
"Brown, Nebraska, US",2022-04-11 04:21:02,508,4
"Buffalo, Nebraska, US",2022-04-11 04:21:02,12004,98
"Burt, Nebraska, US",2022-04-11 04:21:02,1345,16
"Butler, Nebraska, US",2022-04-11 04:21:02,1907,18
"Cass, Nebraska, US",2022-04-11 04:21:02,6129,38
"Cedar, Nebraska, US",2022-04-11 04:21:02,1506,14
"Chase, Nebraska, US",2022-04-11 04:21:02,745,6
"Cherry, Nebraska, US",2022-04-11 04:21:02,537,9
"Cheyenne, Nebraska, US",2022-04-11 04:21:02,2028,24
"Clay, Nebraska, US",2022-04-11 04:21:02,1515,24
"Colfax, Nebraska, US",2022-04-11 04:21:02,2735,27
"Cuming, Nebraska, US",2022-04-11 04:21:02,1808,15
"Custer, Nebraska, US",2022-04-11 04:21:02,2034,30
"Dakota, Nebraska, US",2022-04-11 04:21:02,6898,69
"Dawes, Nebraska, US",2022-04-11 04:21:02,1362,11
"Dawson, Nebraska, US",2022-04-11 04:21:02,5265,43
"Deuel, Nebraska, US",2022-04-11 04:21:02,323,2
"Dixon, Nebraska, US",2022-04-11 04:21:02,1184,10
"Dodge, Nebraska, US",2022-04-11 04:21:02,10125,107
"Douglas, Nebraska, US",2022-04-11 04:21:02,149567,1030
"Dundy, Nebraska, US",2022-04-11 04:21:02,349,6
"Fillmore, Nebraska, US",2022-04-11 04:21:02,1128,12
"Franklin, Nebraska, US",2022-04-11 04:21:02,421,12
"Frontier, Nebraska, US",2022-04-11 04:21:02,542,2
"Furnas, Nebraska, US",2022-04-11 04:21:02,1121,7
"Gage, Nebraska, US",2022-04-11 04:21:02,3588,44
"Garden, Nebraska, US",2022-04-11 04:21:02,370,0
"Garfield, Nebraska, US",2022-04-11 04:21:02,397,2
"Gosper, Nebraska, US",2022-04-11 04:21:02,372,7
"Grant, Nebraska, US",2022-04-11 04:21:02,106,5
"Greeley, Nebraska, US",2022-04-11 04:21:02,411,2
"Hall, Nebraska, US",2022-04-11 04:21:02,16522,140
"Hamilton, Nebraska, US",2022-04-11 04:21:02,2251,24
"Harlan, Nebraska, US",2022-04-11 04:21:02,378,3
"Hayes, Nebraska, US",2022-04-11 04:21:02,106,0
"Hitchcock, Nebraska, US",2022-04-11 04:21:02,532,8
"Holt, Nebraska, US",2022-04-11 04:21:02,2155,20
"Hooker, Nebraska, US",2022-04-11 04:21:02,112,5
"Howard, Nebraska, US",2022-04-11 04:21:02,1188,15
"Jefferson, Nebraska, US",2022-04-11 04:21:02,1210,7
"Johnson, Nebraska, US",2022-04-11 04:21:02,869,9
"Kearney, Nebraska, US",2022-04-11 04:21:02,1183,9
"Keith, Nebraska, US",2022-04-11 04:21:02,1540,19
"Keya Paha, Nebraska, US",2022-04-11 04:21:02,119,0
"Kimball, Nebraska, US",2022-04-11 04:21:02,769,4
"Knox, Nebraska, US",2022-04-11 04:21:02,1678,12
"Lancaster, Nebraska, US",2022-04-11 04:21:02,78215,289
"Lincoln, Nebraska, US",2022-04-11 04:21:02,8725,107
"Logan, Nebraska, US",2022-04-11 04:21:02,148,0
"Loup, Nebraska, US",2022-04-11 04:21:02,87,0
"Madison, Nebraska, US",2022-04-11 04:21:02,9681,68
"McPherson, Nebraska, US",2022-04-11 04:21:02,74,1
"Merrick, Nebraska, US",2022-04-11 04:21:02,1702,17
"Morrill, Nebraska, US",2022-04-11 04:21:02,1244,20
"Nance, Nebraska, US",2022-04-11 04:21:02,801,12
"Nemaha, Nebraska, US",2022-04-11 04:21:02,1486,20
"Nuckolls, Nebraska, US",2022-04-11 04:21:02,977,13
"Otoe, Nebraska, US",2022-04-11 04:21:02,3347,18
"Pawnee, Nebraska, US",2022-04-11 04:21:02,413,2
"Perkins, Nebraska, US",2022-04-11 04:21:02,532,12
"Phelps, Nebraska, US",2022-04-11 04:21:02,2327,14
"Pierce, Nebraska, US",2022-04-11 04:21:02,1274,21
"Platte, Nebraska, US",2022-04-11 04:21:02,8652,74
"Polk, Nebraska, US",2022-04-11 04:21:02,1221,12
"Red Willow, Nebraska, US",2022-04-11 04:21:02,2329,20
"Richardson, Nebraska, US",2022-04-11 04:21:02,1808,22
"Rock, Nebraska, US",2022-04-11 04:21:02,172,2
"Saline, Nebraska, US",2022-04-11 04:21:02,3798,12
"Sarpy, Nebraska, US",2022-04-11 04:21:02,49742,247
"Saunders, Nebraska, US",2022-04-11 04:21:02,5022,30
"Scotts Bluff, Nebraska, US",2022-04-11 04:21:02,9444,83
"Seward, Nebraska, US",2022-04-11 04:21:02,3371,41
"Sheridan, Nebraska, US",2022-04-11 04:21:02,1001,22
"Sherman, Nebraska, US",2022-04-11 04:21:02,585,4
"Sioux, Nebraska, US",2022-04-11 04:21:02,65,1
"Stanton, Nebraska, US",2022-04-11 04:21:02,746,11
"Thayer, Nebraska, US",2022-04-11 04:21:02,1109,8
"Thomas, Nebraska, US",2022-04-11 04:21:02,97,1
"Thurston, Nebraska, US",2022-04-11 04:21:02,1783,23
"Unassigned, Nebraska, US",2022-04-11 04:21:02,3638,766
"Valley, Nebraska, US",2022-04-11 04:21:02,752,6
"Washington, Nebraska, US",2022-04-11 04:21:02,4542,42
"Wayne, Nebraska, US",2022-04-11 04:21:02,1825,11
"Webster, Nebraska, US",2022-04-11 04:21:02,713,10
"Wheeler, Nebraska, US",2022-04-11 04:21:02,127,2
"York, Nebraska, US",2022-04-11 04:21:02,3928,21
"Carson City, Nevada, US",2022-04-11 04:21:02,14886,216
"Churchill, Nevada, US",2022-04-11 04:21:02,6569,110
"Clark, Nevada, US",2022-04-11 04:21:02,535929,7825
"Douglas, Nevada, US",2022-04-11 04:21:02,7257,91
"Elko, Nevada, US",2022-04-11 04:21:02,11612,138
"Esmeralda, Nevada, US",2022-04-11 04:21:02,109,3
"Eureka, Nevada, US",2022-04-11 04:21:02,165,2
"Humboldt, Nevada, US",2022-04-11 04:21:02,2505,54
"Lander, Nevada, US",2022-04-11 04:21:02,1177,21
"Lincoln, Nevada, US",2022-04-11 04:21:02,550,7
"Lyon, Nevada, US",2022-04-11 04:21:02,10026,170
"Mineral, Nevada, US",2022-04-11 04:21:02,1261,17
"Nye, Nevada, US",2022-04-11 04:21:02,7459,239
"Pershing, Nevada, US",2022-04-11 04:21:02,2128,29
"Storey, Nevada, US",2022-04-11 04:21:02,132,11
"Unassigned, Nevada, US",2021-01-24 23:22:19,0,0
"Washoe, Nevada, US",2022-04-11 04:21:02,104517,1184
"White Pine, Nevada, US",2022-04-11 04:21:02,1698,19
"Belknap, New Hampshire, US",2022-04-11 04:21:02,13532,173
"Carroll, New Hampshire, US",2022-04-11 04:21:02,9325,59
