Combined_Key,Last_Update,Confirmed,Deaths
"Yuma, Colorado, US",2022-04-11 04:21:02,1874,23
"Fairfield, Connecticut, US",2022-04-11 04:21:02,203593,2701
"Hartford, Connecticut, US",2022-04-11 04:21:02,177566,3127
"Litchfield, Connecticut, US",2022-04-11 04:21:02,31806,455
"Middlesex, Connecticut, US",2022-04-11 04:21:02,28151,479
"New Haven, Connecticut, US",2022-04-11 04:21:02,195898,2811
"New London, Connecticut, US",2022-04-11 04:21:02,54968,657
"Tolland, Connecticut, US",2022-04-11 04:21:02,20608,269
"Unassigned, Connecticut, US",2022-04-11 04:21:02,2597,1
"Windham, Connecticut, US",2022-04-11 04:21:02,25707,301
"Kent, Delaware, US",2022-04-11 04:21:02,50229,640
"New Castle, Delaware, US",2022-04-11 04:21:02,146707,1400
"Sussex, Delaware, US",2022-04-11 04:21:02,61472,844
"Unassigned, Delaware, US",2022-04-11 04:21:02,851,0
"Diamond Princess, US",2020-08-04 02:27:56,49,0
"District of Columbia, District of Columbia ,US",2022-04-11 04:21:02,137603,1333
"Alachua, Florida, US",2022-04-11 04:21:02,68452,659
"Baker, Florida, US",2022-04-11 04:21:02,8693,141
"Bay, Florida, US",2022-04-11 04:21:02,46531,817
"Bradford, Florida, US",2022-04-11 04:21:02,7488,148
"Brevard, Florida, US",2022-04-11 04:21:02,134227,2077
"Broward, Florida, US",2022-04-11 04:21:02,605192,5805
"Calhoun, Florida, US",2022-04-11 04:21:02,4093,98
"Charlotte, Florida, US",2022-04-11 04:21:02,36079,803
"Citrus, Florida, US",2022-04-11 04:21:02,29638,969
"Clay, Florida, US",2022-04-11 04:21:02,53547,843
"Collier, Florida, US",2022-04-11 04:21:02,85122,992
"Columbia, Florida, US",2022-04-11 04:21:02,21186,391
"DeSoto, Florida, US",2022-04-11 04:21:02,9414,149
"Dixie, Florida, US",2022-04-11 04:21:02,4038,67
"Duval, Florida, US",2022-04-11 04:21:02,254286,3380
"Escambia, Florida, US",2022-04-11 04:21:02,81569,1303
"Flagler, Florida, US",2022-04-11 04:21:02,22435,355
"Franklin, Florida, US",2022-04-11 04:21:02,3116,52
"Gadsden, Florida, US",2022-04-11 04:21:02,13451,201
"Gilchrist, Florida, US",2022-04-11 04:21:02,4543,89
"Glades, Florida, US",2022-04-11 04:21:02,1990,36
"Gulf, Florida, US",2022-04-11 04:21:02,4304,76
"Hamilton, Florida, US",2022-04-11 04:21:02,3850,55
"Hardee, Florida, US",2022-04-11 04:21:02,8675,125
"Hendry, Florida, US",2022-04-11 04:21:02,11708,160
"Hernando, Florida, US",2022-04-11 04:21:02,42098,1085
"Highlands, Florida, US",2022-04-11 04:21:02,24175,678
"Hillsborough, Florida, US",2022-04-11 04:21:02,376164,3749
"Holmes, Florida, US",2022-04-11 04:21:02,5449,86
"Indian River, Florida, US",2022-04-11 04:21:02,32601,652
"Jackson, Florida, US",2022-04-11 04:21:02,14864,276
"Jefferson, Florida, US",2022-04-11 04:21:02,3961,60
"Lafayette, Florida, US",2022-04-11 04:21:02,2776,60
"Lake, Florida, US",2022-04-11 04:21:02,85525,1502
"Lee, Florida, US",2022-04-11 04:21:02,191597,2140
"Leon, Florida, US",2022-04-11 04:21:02,85879,650
"Levy, Florida, US",2022-04-11 04:21:02,10257,163
"Liberty, Florida, US",2022-04-11 04:21:02,2499,30
"Madison, Florida, US",2022-04-11 04:21:02,5855,96
"Manatee, Florida, US",2022-04-11 04:21:02,96476,1419
"Marion, Florida, US",2022-04-11 04:21:02,83496,2081
"Martin, Florida, US",2022-04-11 04:21:02,30607,599
"Miami-Dade, Florida, US",2022-04-11 04:21:02,1189146,10800
"Monroe, Florida, US",2022-04-11 04:21:02,18433,117
"Nassau, Florida, US",2022-04-11 04:21:02,22176,291
"Okaloosa, Florida, US",2022-04-11 04:21:02,51604,685
"Okeechobee, Florida, US",2022-04-11 04:21:02,10673,183
"Orange, Florida, US",2022-04-11 04:21:02,378962,2801
"Osceola, Florida, US",2022-04-11 04:21:02,114458,1140
"Palm Beach, Florida, US",2022-04-11 04:21:02,370017,5004
"Pasco, Florida, US",2022-04-11 04:21:02,122556,1873
"Pinellas, Florida, US",2022-04-11 04:21:02,211065,3315
"Polk, Florida, US",2022-04-11 04:21:02,200495,2963
"Putnam, Florida, US",2022-04-11 04:21:02,17593,420
"Santa Rosa, Florida, US",2022-04-11 04:21:02,48607,615
"Sarasota, Florida, US",2022-04-11 04:21:02,91126,1586
"Seminole, Florida, US",2022-04-11 04:21:02,103851,1082
"St. Johns, Florida, US",2022-04-11 04:21:02,62785,560
"St. Lucie, Florida, US",2022-04-11 04:21:02,74364,1220
"Sumter, Florida, US",2022-04-11 04:21:02,21858,570
"Suwannee, Florida, US",2022-04-11 04:21:02,12961,313
"Taylor, Florida, US",2022-04-11 04:21:02,7003,102
"Unassigned, Florida, US",2022-04-11 04:21:02,2963,264
"Union, Florida, US",2022-04-11 04:21:02,4311,115
"Volusia, Florida, US",2022-04-11 04:21:02,117477,1976
"Wakulla, Florida, US",2022-04-11 04:21:02,9945,124
"Walton, Florida, US",2022-04-11 04:21:02,17371,209
"Washington, Florida, US",2022-04-11 04:21:02,6646,110
"Appling, Georgia, US",2022-04-11 04:21:02,4763,124
"Atkinson, Georgia, US",2022-04-11 04:21:02,2124,47
"Bacon, Georgia, US",2022-04-11 04:21:02,3400,71
"Baker, Georgia, US",2022-04-11 04:21:02,535,14
"Baldwin, Georgia, US",2022-04-11 04:21:02,9510,234
"Banks, Georgia, US",2022-04-11 04:21:02,3893,88
"Barrow, Georgia, US",2022-04-11 04:21:02,21853,251
"Bartow, Georgia, US",2022-04-11 04:21:02,29121,441
"Ben Hill, Georgia, US",2022-04-11 04:21:02,4294,122
"Berrien, Georgia, US",2022-04-11 04:21:02,4931,82
"Bibb, Georgia, US",2022-04-11 04:21:02,37064,777
"Bleckley, Georgia, US",2022-04-11 04:21:02,3311,95
"Brantley, Georgia, US",2022-04-11 04:21:02,4099,107
"Brooks, Georgia, US",2022-04-11 04:21:02,3410,84
"Bryan, Georgia, US",2022-04-11 04:21:02,9092,90
"Bulloch, Georgia, US",2022-04-11 04:21:02,15315,262
"Burke, Georgia, US",2022-04-11 04:21:02,5267,106
"Butts, Georgia, US",2022-04-11 04:21:02,6461,154
"Calhoun, Georgia, US",2022-04-11 04:21:02,1338,22
"Camden, Georgia, US",2022-04-11 04:21:02,11357,118
"Candler, Georgia, US",2022-04-11 04:21:02,2167,94
"Carroll, Georgia, US",2022-04-11 04:21:02,23678,448
"Catoosa, Georgia, US",2022-04-11 04:21:02,14541,162
"Charlton, Georgia, US",2022-04-11 04:21:02,3030,63
"Chatham, Georgia, US",2022-04-11 04:21:02,63434,870
"Chattahoochee, Georgia, US",2022-04-11 04:21:02,7451,22
"Chattooga, Georgia, US",2022-04-11 04:21:02,6620,132
"Cherokee, Georgia, US",2022-04-11 04:21:02,62993,618
"Clarke, Georgia, US",2022-04-11 04:21:02,29629,226
"Clay, Georgia, US",2022-04-11 04:21:02,527,6
"Clayton, Georgia, US",2022-04-11 04:21:02,63858,956
"Clinch, Georgia, US",2022-04-11 04:21:02,2117,42
"Cobb, Georgia, US",2022-04-11 04:21:02,173777,1771
"Coffee, Georgia, US",2022-04-11 04:21:02,11081,284
"Colquitt, Georgia, US",2022-04-11 04:21:02,11054,242
"Columbia, Georgia, US",2022-04-11 04:21:02,35909,380
"Cook, Georgia, US",2022-04-11 04:21:02,4881,74
"Coweta, Georgia, US",2022-04-11 04:21:02,32899,478
"Crawford, Georgia, US",2022-04-11 04:21:02,1761,54
"Crisp, Georgia, US",2022-04-11 04:21:02,4647,136
"Dade, Georgia, US",2022-04-11 04:21:02,3278,28
"Dawson, Georgia, US",2022-04-11 04:21:02,6857,100
"DeKalb, Georgia, US",2022-04-11 04:21:02,149002,1698
"Decatur, Georgia, US",2022-04-11 04:21:02,7167,129
"Dodge, Georgia, US",2022-04-11 04:21:02,5186,148
"Dooly, Georgia, US",2022-04-11 04:21:02,2364,68
"Dougherty, Georgia, US",2022-04-11 04:21:02,19447,488
"Douglas, Georgia, US",2022-04-11 04:21:02,34824,394
"Early, Georgia, US",2022-04-11 04:21:02,2724,61
"Echols, Georgia, US",2022-04-11 04:21:02,933,12
"Effingham, Georgia, US",2022-04-11 04:21:02,13114,192
"Elbert, Georgia, US",2022-04-11 04:21:02,4536,108
"Emanuel, Georgia, US",2022-04-11 04:21:02,5891,158
"Evans, Georgia, US",2022-04-11 04:21:02,2371,67
"Fannin, Georgia, US",2022-04-11 04:21:02,5097,154
"Fayette, Georgia, US",2022-04-11 04:21:02,22400,314
"Floyd, Georgia, US",2022-04-11 04:21:02,27152,517
"Forsyth, Georgia, US",2022-04-11 04:21:02,54630,391
"Franklin, Georgia, US",2022-04-11 04:21:02,5338,99
"Fulton, Georgia, US",2022-04-11 04:21:02,216977,2271
"Gilmer, Georgia, US",2022-04-11 04:21:02,6884,174
"Glascock, Georgia, US",2022-04-11 04:21:02,605,25
"Glynn, Georgia, US",2022-04-11 04:21:02,23156,405
"Gordon, Georgia, US",2022-04-11 04:21:02,16312,263
"Grady, Georgia, US",2022-04-11 04:21:02,5726,111
"Greene, Georgia, US",2022-04-11 04:21:02,3916,84
"Gwinnett, Georgia, US",2022-04-11 04:21:02,207737,1856
"Habersham, Georgia, US",2022-04-11 04:21:02,9994,263
"Hall, Georgia, US",2022-04-11 04:21:02,53279,836
"Hancock, Georgia, US",2022-04-11 04:21:02,1570,89
"Haralson, Georgia, US",2022-04-11 04:21:02,5398,167
"Harris, Georgia, US",2022-04-11 04:21:02,6064,112
"Hart, Georgia, US",2022-04-11 04:21:02,4828,93
"Heard, Georgia, US",2022-04-11 04:21:02,2163,51
"Henry, Georgia, US",2022-04-11 04:21:02,57749,675
"Houston, Georgia, US",2022-04-11 04:21:02,39273,491
"Irwin, Georgia, US",2022-04-11 04:21:02,1882,49
"Jackson, Georgia, US",2022-04-11 04:21:02,21194,290
"Jasper, Georgia, US",2022-04-11 04:21:02,3125,71
"Jeff Davis, Georgia, US",2022-04-11 04:21:02,3916,71
"Jefferson, Georgia, US",2022-04-11 04:21:02,3639,109
"Jenkins, Georgia, US",2022-04-11 04:21:02,1492,66
"Johnson, Georgia, US",2022-04-11 04:21:02,2248,72
"Jones, Georgia, US",2022-04-11 04:21:02,5028,108
"Lamar, Georgia, US",2022-04-11 04:21:02,4835,112
"Lanier, Georgia, US",2022-04-11 04:21:02,2264,24
"Laurens, Georgia, US",2022-04-11 04:21:02,13708,297
"Lee, Georgia, US",2022-04-11 04:21:02,7214,102
"Liberty, Georgia, US",2022-04-11 04:21:02,12279,144
"Lincoln, Georgia, US",2022-04-11 04:21:02,1599,35
"Long, Georgia, US",2022-04-11 04:21:02,2772,34
"Lowndes, Georgia, US",2022-04-11 04:21:02,30941,389
"Lumpkin, Georgia, US",2022-04-11 04:21:02,7150,131
"Macon, Georgia, US",2022-04-11 04:21:02,2131,49
"Madison, Georgia, US",2022-04-11 04:21:02,6928,105
"Marion, Georgia, US",2022-04-11 04:21:02,1511,50
"McDuffie, Georgia, US",2022-04-11 04:21:02,5034,94
"McIntosh, Georgia, US",2022-04-11 04:21:02,2452,37
"Meriwether, Georgia, US",2022-04-11 04:21:02,4450,144
"Miller, Georgia, US",2022-04-11 04:21:02,1703,31
"Mitchell, Georgia, US",2022-04-11 04:21:02,5177,116
"Monroe, Georgia, US",2022-04-11 04:21:02,5856,172
"Montgomery, Georgia, US",2022-04-11 04:21:02,2063,53
"Morgan, Georgia, US",2022-04-11 04:21:02,4522,67
"Murray, Georgia, US",2022-04-11 04:21:02,11472,186
"Muscogee, Georgia, US",2022-04-11 04:21:02,38061,811
"Newton, Georgia, US",2022-04-11 04:21:02,24570,451
"Oconee, Georgia, US",2022-04-11 04:21:02,8727,105
"Oglethorpe, Georgia, US",2022-04-11 04:21:02,3215,55
"Out of GA, Georgia, US",2022-04-11 04:21:02,79478,1421
"Paulding, Georgia, US",2022-04-11 04:21:02,37978,427
"Peach, Georgia, US",2022-04-11 04:21:02,6159,133
"Pickens, Georgia, US",2022-04-11 04:21:02,8284,163
"Pierce, Georgia, US",2022-04-11 04:21:02,5781,133
"Pike, Georgia, US",2022-04-11 04:21:02,5438,93
"Polk, Georgia, US",2022-04-11 04:21:02,11830,190
"Pulaski, Georgia, US",2022-04-11 04:21:02,2154,77
"Putnam, Georgia, US",2022-04-11 04:21:02,4484,105
"Quitman, Georgia, US",2022-04-11 04:21:02,426,4
"Rabun, Georgia, US",2022-04-11 04:21:02,3644,96
"Randolph, Georgia, US",2022-04-11 04:21:02,1475,48
"Richmond, Georgia, US",2022-04-11 04:21:02,50022,882
"Rockdale, Georgia, US",2022-04-11 04:21:02,18435,319
"Schley, Georgia, US",2022-04-11 04:21:02,1155,11
"Screven, Georgia, US",2022-04-11 04:21:02,2632,67
"Seminole, Georgia, US",2022-04-11 04:21:02,2137,29
"Spalding, Georgia, US",2022-04-11 04:21:02,15810,410
"Stephens, Georgia, US",2022-04-11 04:21:02,6258,153
"Stewart, Georgia, US",2022-04-11 04:21:02,2551,32
"Sumter, Georgia, US",2022-04-11 04:21:02,6816,166
"Talbot, Georgia, US",2022-04-11 04:21:02,1163,32
"Taliaferro, Georgia, US",2022-04-11 04:21:02,267,3
"Tattnall, Georgia, US",2022-04-11 04:21:02,5072,131
"Taylor, Georgia, US",2022-04-11 04:21:02,1976,53
"Telfair, Georgia, US",2022-04-11 04:21:02,3057,83
"Terrell, Georgia, US",2022-04-11 04:21:02,2030,64
"Thomas, Georgia, US",2022-04-11 04:21:02,11688,209
"Tift, Georgia, US",2022-04-11 04:21:02,11514,215
"Toombs, Georgia, US",2022-04-11 04:21:02,7065,199
"Towns, Georgia, US",2022-04-11 04:21:02,2381,110
"Treutlen, Georgia, US",2022-04-11 04:21:02,1628,61
"Troup, Georgia, US",2022-04-11 04:21:02,15399,378
"Turner, Georgia, US",2022-04-11 04:21:02,2535,60
"Twiggs, Georgia, US",2022-04-11 04:21:02,1533,69
"Unassigned, Georgia, US",2022-04-11 04:21:02,10505,9
"Union, Georgia, US",2022-04-11 04:21:02,4852,155
"Upson, Georgia, US",2022-04-11 04:21:02,7713,231
"Walker, Georgia, US",2022-04-11 04:21:02,16750,237
"Walton, Georgia, US",2022-04-11 04:21:02,21844,429
"Ware, Georgia, US",2022-04-11 04:21:02,9995,276
"Warren, Georgia, US",2022-04-11 04:21:02,1056,30
"Washington, Georgia, US",2022-04-11 04:21:02,4370,137
"Wayne, Georgia, US",2022-04-11 04:21:02,7758,206
"Webster, Georgia, US",2022-04-11 04:21:02,436,8
"Wheeler, Georgia, US",2022-04-11 04:21:02,1412,39
"White, Georgia, US",2022-04-11 04:21:02,6772,160
"Whitfield, Georgia, US",2022-04-11 04:21:02,34008,428
"Wilcox, Georgia, US",2022-04-11 04:21:02,1992,69
"Wilkes, Georgia, US",2022-04-11 04:21:02,2240,51
"Wilkinson, Georgia, US",2022-04-11 04:21:02,2223,56
"Worth, Georgia, US",2022-04-11 04:21:02,4609,116
"Grand Princess, US",2020-08-04 02:27:56,103,3
"Guam, US",2022-04-11 04:21:02,47565,352
"Hawaii, Hawaii, US",2022-04-11 04:21:02,26341,184
"Honolulu, Hawaii, US",2022-04-11 04:21:02,167503,1022
"Kauai, Hawaii, US",2022-04-11 04:21:02,11906,28
"Maui, Hawaii, US",2022-04-11 04:21:02,30047,136
"Out of HI, Hawaii, US",2022-04-11 04:21:02,6175,12
"Unassigned, Hawaii, US",2022-04-11 04:21:02,0,0
"Ada, Idaho, US",2022-04-11 04:21:02,133771,1015
"Adams, Idaho, US",2022-04-11 04:21:02,699,15
"Bannock, Idaho, US",2022-04-11 04:21:02,20776,247
"Bear Lake, Idaho, US",2022-04-11 04:21:02,910,15
"Benewah, Idaho, US",2022-04-11 04:21:02,2394,41
"Bingham, Idaho, US",2022-04-11 04:21:02,9752,154
"Blaine, Idaho, US",2022-04-11 04:21:02,5970,30
"Boise, Idaho, US",2022-04-11 04:21:02,1091,13
"Bonner, Idaho, US",2022-04-11 04:21:02,8859,182
"Bonneville, Idaho, US",2022-04-11 04:21:02,30815,284
"Boundary, Idaho, US",2022-04-11 04:21:02,2087,59
"Butte, Idaho, US",2022-04-11 04:21:02,475,9
"Camas, Idaho, US",2022-04-11 04:21:02,158,2
"Canyon, Idaho, US",2022-04-11 04:21:02,61405,683
"Caribou, Idaho, US",2022-04-11 04:21:02,1482,25
"Cassia, Idaho, US",2022-04-11 04:21:02,5028,52
"Clark, Idaho, US",2022-04-11 04:21:02,109,1
"Clearwater, Idaho, US",2022-04-11 04:21:02,2302,33
"Custer, Idaho, US",2022-04-11 04:21:02,524,9
"Elmore, Idaho, US",2022-04-11 04:21:02,7189,70
"Franklin, Idaho, US",2022-04-11 04:21:02,2330,29
"Fremont, Idaho, US",2022-04-11 04:21:02,2156,28
"Gem, Idaho, US",2022-04-11 04:21:02,3637,79
"Gooding, Idaho, US",2022-04-11 04:21:02,3279,55
"Idaho, Idaho, US",2022-04-11 04:21:02,2969,51
"Jefferson, Idaho, US",2022-04-11 04:21:02,6032,65
"Jerome, Idaho, US",2022-04-11 04:21:02,6063,65
"Kootenai, Idaho, US",2022-04-11 04:21:02,41913,588
"Latah, Idaho, US",2022-04-11 04:21:02,6697,48
"Lemhi, Idaho, US",2022-04-11 04:21:02,1254,25
"Lewis, Idaho, US",2022-04-11 04:21:02,1131,29
"Lincoln, Idaho, US",2022-04-11 04:21:02,1104,15
"Madison, Idaho, US",2022-04-11 04:21:02,12652,50
"Minidoka, Idaho, US",2022-04-11 04:21:02,4226,62
"Nez Perce, Idaho, US",2022-04-11 04:21:02,8893,147
"Oneida, Idaho, US",2022-04-11 04:21:02,801,11
"Owyhee, Idaho, US",2022-04-11 04:21:02,2263,53
"Payette, Idaho, US",2022-04-11 04:21:02,5526,86
"Power, Idaho, US",2022-04-11 04:21:02,1465,20
"Shoshone, Idaho, US",2022-04-11 04:21:02,2732,76
"Teton, Idaho, US",2022-04-11 04:21:02,2709,9
"Twin Falls, Idaho, US",2022-04-11 04:21:02,24020,292
"Unassigned, Idaho, US",2022-04-11 04:21:02,0,0
"Valley, Idaho, US",2022-04-11 04:21:02,2603,16
"Washington, Idaho, US",2022-04-11 04:21:02,2386,57
"Adams, Illinois, US",2022-04-11 04:21:02,22297,209
"Alexander, Illinois, US",2022-04-11 04:21:02,1281,15
"Bond, Illinois, US",2022-04-11 04:21:02,4324,31
"Boone, Illinois, US",2022-04-11 04:21:02,13814,117
"Brown, Illinois, US",2022-04-11 04:21:02,2408,15
"Bureau, Illinois, US",2022-04-11 04:21:02,8341,127
"Calhoun, Illinois, US",2022-04-11 04:21:02,1521,5
"Carroll, Illinois, US",2022-04-11 04:21:02,4244,48
"Cass, Illinois, US",2022-04-11 04:21:02,4608,35
"Champaign, Illinois, US",2022-04-11 04:21:02,62825,287
"Christian, Illinois, US",2022-04-11 04:21:02,10221,111
"Clark, Illinois, US",2022-04-11 04:21:02,4850,52
"Clay, Illinois, US",2022-04-11 04:21:02,4733,68
"Clinton, Illinois, US",2022-04-11 04:21:02,11965,113
"Coles, Illinois, US",2022-04-11 04:21:02,15287,171
"Cook, Illinois, US",2022-04-11 04:21:02,1134146,14282
"Crawford, Illinois, US",2022-04-11 04:21:02,6194,45
"Cumberland, Illinois, US",2022-04-11 04:21:02,3348,37
"De Witt, Illinois, US",2022-04-11 04:21:02,4323,37
"DeKalb, Illinois, US",2022-04-11 04:21:02,23371,194
"Douglas, Illinois, US",2022-04-11 04:21:02,6459,55
"DuPage, Illinois, US",2022-04-11 04:21:02,210607,1701
"Edgar, Illinois, US",2022-04-11 04:21:02,5162,59
"Edwards, Illinois, US",2022-04-11 04:21:02,1744,28
"Effingham, Illinois, US",2022-04-11 04:21:02,10655,135
"Fayette, Illinois, US",2022-04-11 04:21:02,7087,101
"Ford, Illinois, US",2022-04-11 04:21:02,4402,65
"Franklin, Illinois, US",2022-04-11 04:21:02,12271,165
"Fulton, Illinois, US",2022-04-11 04:21:02,10055,126
"Gallatin, Illinois, US",2022-04-11 04:21:02,1407,17
"Greene, Illinois, US",2022-04-11 04:21:02,3594,45
"Grundy, Illinois, US",2022-04-11 04:21:02,12640,136
"Hamilton, Illinois, US",2022-04-11 04:21:02,2178,31
"Hancock, Illinois, US",2022-04-11 04:21:02,4379,48
"Hardin, Illinois, US",2022-04-11 04:21:02,1053,20
"Henderson, Illinois, US",2022-04-11 04:21:02,1148,18
"Henry, Illinois, US",2022-04-11 04:21:02,12655,120
"Iroquois, Illinois, US",2022-04-11 04:21:02,7173,114
"Jackson, Illinois, US",2022-04-11 04:21:02,15546,119
"Jasper, Illinois, US",2022-04-11 04:21:02,2674,30
"Jefferson, Illinois, US",2022-04-11 04:21:02,11097,175
"Jersey, Illinois, US",2022-04-11 04:21:02,6221,72
"Jo Daviess, Illinois, US",2022-04-11 04:21:02,4031,36
"Johnson, Illinois, US",2022-04-11 04:21:02,4467,40
"Kane, Illinois, US",2022-04-11 04:21:02,126267,1122
"Kankakee, Illinois, US",2022-04-11 04:21:02,28827,365
"Kendall, Illinois, US",2022-04-11 04:21:02,31010,161
"Knox, Illinois, US",2022-04-11 04:21:02,12520,214
"LaSalle, Illinois, US",2022-04-11 04:21:02,28931,383
"Lake, Illinois, US",2022-04-11 04:21:02,149935,1376
"Lawrence, Illinois, US",2022-04-11 04:21:02,5484,42
"Lee, Illinois, US",2022-04-11 04:21:02,8771,79
"Livingston, Illinois, US",2022-04-11 04:21:02,10707,136
"Logan, Illinois, US",2022-04-11 04:21:02,9500,87
"Macon, Illinois, US",2022-04-11 04:21:02,30447,343
"Macoupin, Illinois, US",2022-04-11 04:21:02,12771,142
"Madison, Illinois, US",2022-04-11 04:21:02,70321,788
"Marion, Illinois, US",2022-04-11 04:21:02,11858,210
"Marshall, Illinois, US",2022-04-11 04:21:02,2764,31
"Mason, Illinois, US",2022-04-11 04:21:02,3894,60
"Massac, Illinois, US",2022-04-11 04:21:02,3870,68
"McDonough, Illinois, US",2022-04-11 04:21:02,7180,91
"McHenry, Illinois, US",2022-04-11 04:21:02,75957,480
"McLean, Illinois, US",2022-04-11 04:21:02,49801,290
"Menard, Illinois, US",2022-04-11 04:21:02,3496,20
"Mercer, Illinois, US",2022-04-11 04:21:02,4006,47
"Monroe, Illinois, US",2022-04-11 04:21:02,9486,127
"Montgomery, Illinois, US",2022-04-11 04:21:02,9793,105
"Morgan, Illinois, US",2022-04-11 04:21:02,9494,125
"Moultrie, Illinois, US",2022-04-11 04:21:02,4065,44
"Ogle, Illinois, US",2022-04-11 04:21:02,13981,128
"Out of IL, Illinois, US",2022-04-11 04:21:02,7,0
"Peoria, Illinois, US",2022-04-11 04:21:02,46508,518
"Perry, Illinois, US",2022-04-11 04:21:02,7464,97
"Piatt, Illinois, US",2022-04-11 04:21:02,4406,23
"Pike, Illinois, US",2022-04-11 04:21:02,5030,66
"Pope, Illinois, US",2022-04-11 04:21:02,955,8
"Pulaski, Illinois, US",2022-04-11 04:21:02,1720,19
"Putnam, Illinois, US",2022-04-11 04:21:02,1135,9
"Randolph, Illinois, US",2022-04-11 04:21:02,10464,125
"Richland, Illinois, US",2022-04-11 04:21:02,5158,74
"Rock Island, Illinois, US",2022-04-11 04:21:02,33099,476
"Saline, Illinois, US",2022-04-11 04:21:02,7865,93
"Sangamon, Illinois, US",2022-04-11 04:21:02,54881,386
"Schuyler, Illinois, US",2022-04-11 04:21:02,1955,17
"Scott, Illinois, US",2022-04-11 04:21:02,1256,11
"Shelby, Illinois, US",2022-04-11 04:21:02,6200,76
"St. Clair, Illinois, US",2022-04-11 04:21:02,63577,726
"Stark, Illinois, US",2022-04-11 04:21:02,1511,32
"Stephenson, Illinois, US",2022-04-11 04:21:02,11478,157
"Tazewell, Illinois, US",2022-04-11 04:21:02,36624,462
"Unassigned, Illinois, US",2022-04-11 04:21:02,100,2433
"Union, Illinois, US",2022-04-11 04:21:02,5369,64
"Vermilion, Illinois, US",2022-04-11 04:21:02,27891,294
"Wabash, Illinois, US",2022-04-11 04:21:02,3714,28
"Warren, Illinois, US",2022-04-11 04:21:02,3999,84
"Washington, Illinois, US",2022-04-11 04:21:02,3427,35
"Wayne, Illinois, US",2022-04-11 04:21:02,5289,84
"White, Illinois, US",2022-04-11 04:21:02,4405,49
"Whiteside, Illinois, US",2022-04-11 04:21:02,15353,225
"Will, Illinois, US",2022-04-11 04:21:02,162230,1529
"Williamson, Illinois, US",2022-04-11 04:21:02,22559,249
"Winnebago, Illinois, US",2022-04-11 04:21:02,76495,819
"Woodford, Illinois, US",2022-04-11 04:21:02,10370,111
"Adams, Indiana, US",2022-04-11 04:21:02,7259,112
"Allen, Indiana, US",2022-04-11 04:21:02,103743,1178
"Bartholomew, Indiana, US",2022-04-11 04:21:02,21313,249
"Benton, Indiana, US",2022-04-11 04:21:02,2477,21
"Blackford, Indiana, US",2022-04-11 04:21:02,3107,69
"Boone, Indiana, US",2022-04-11 04:21:02,15203,182
"Brown, Indiana, US",2022-04-11 04:21:02,2586,62
"Carroll, Indiana, US",2022-04-11 04:21:02,4221,68
"Cass, Indiana, US",2022-04-11 04:21:02,11662,163
"Clark, Indiana, US",2022-04-11 04:21:02,31066,396
"Clay, Indiana, US",2022-04-11 04:21:02,6825,88
"Clinton, Indiana, US",2022-04-11 04:21:02,9184,126
"Crawford, Indiana, US",2022-04-11 04:21:02,2546,40
"Daviess, Indiana, US",2022-04-11 04:21:02,7468,153
"DeKalb, Indiana, US",2022-04-11 04:21:02,11347,149
"Dearborn, Indiana, US",2022-04-11 04:21:02,13423,139
"Decatur, Indiana, US",2022-04-11 04:21:02,6992,145
"Delaware, Indiana, US",2022-04-11 04:21:02,24826,441
"Dubois, Indiana, US",2022-04-11 04:21:02,12858,165
"Elkhart, Indiana, US",2022-04-11 04:21:02,54068,729
"Fayette, Indiana, US",2022-04-11 04:21:02,6737,146
"Floyd, Indiana, US",2022-04-11 04:21:02,18922,299
"Fountain, Indiana, US",2022-04-11 04:21:02,5418,102
"Franklin, Indiana, US",2022-04-11 04:21:02,4373,65
"Fulton, Indiana, US",2022-04-11 04:21:02,4913,102
"Gibson, Indiana, US",2022-04-11 04:21:02,11631,145
"Grant, Indiana, US",2022-04-11 04:21:02,17294,347
"Greene, Indiana, US",2022-04-11 04:21:02,7199,139
"Hamilton, Indiana, US",2022-04-11 04:21:02,81823,659
"Hancock, Indiana, US",2022-04-11 04:21:02,20651,258
"Harrison, Indiana, US",2022-04-11 04:21:02,10808,138
"Hendricks, Indiana, US",2022-04-11 04:21:02,40716,554
"Henry, Indiana, US",2022-04-11 04:21:02,12971,230
"Howard, Indiana, US",2022-04-11 04:21:02,25402,448
"Huntington, Indiana, US",2022-04-11 04:21:02,11490,155
"Jackson, Indiana, US",2022-04-11 04:21:02,12513,130
"Jasper, Indiana, US",2022-04-11 04:21:02,9012,148
"Jay, Indiana, US",2022-04-11 04:21:02,4842,78
"Jefferson, Indiana, US",2022-04-11 04:21:02,9339,157
"Jennings, Indiana, US",2022-04-11 04:21:02,6936,108
"Johnson, Indiana, US",2022-04-11 04:21:02,42253,613
"Knox, Indiana, US",2022-04-11 04:21:02,10740,153
"Kosciusko, Indiana, US",2022-04-11 04:21:02,19734,237
"LaGrange, Indiana, US",2022-04-11 04:21:02,5841,102
"LaPorte, Indiana, US",2022-04-11 04:21:02,25433,368
"Lake, Indiana, US",2022-04-11 04:21:02,106222,1818
"Lawrence, Indiana, US",2022-04-11 04:21:02,11846,259
"Madison, Indiana, US",2022-04-11 04:21:02,32655,648
"Marion, Indiana, US",2022-04-11 04:21:02,224913,2985
"Marshall, Indiana, US",2022-04-11 04:21:02,12318,195
